ID,WIKI_PAGE,STATUS_CODE
43be9895f0292326ca36c8f4c46a241d,Richard_D._Zanuck,200.0
5a700125e1eb408f372a9e97bb311c3f,Krzysztof_Zanussi,200.0
cc8c6cc760f12ef833e957e1c699f07c,Albert_C._Zapanta,200.0
f6fe899e9fa2895b7e70485992d60a3b,Emiliano_Zapata,200.0
4110d7601d97602acfa10d8f6a96f43a,José_Luis_Rodríguez_Zapatero,200.0
fad8aa75eb5d6f2a20a5e203b2c4aaa8,Ahmet_Zappa,200.0
f46ae356463022a5be4460bfc3f6492e,Diva_Muffin_Zappa,200.0
2ca871b8bad5bd9300d16e6b5b0845c2,Dweezil_Zappa,200.0
ebbd19cebaa6e86d5c7060f477be2510,Frank_Zappa,200.0
32a0ae3862fd54894b533c874fe4e909,Moon_Unit_Zappa,200.0
197c5ad49964a7adb6865ecc3636272d,Joseph_Zappala,200.0
73d5267809e7e7b8d505702942eb2056,Abraham_Zapruder,200.0
a31e3bcc2a22f48c754b66ca6d38027e,Zarathustra,200.0
2ae27cd3dc8cfaab23227d470b72e076,Frank_G._Zarb,200.0
e4cfc9e555e32a854145fa9c242fa678,Donna_F._Zarcone,404.0
ea15d5d35cfbb426abd8b1461417e650,Asif_Ali_Zardari,200.0
b930c90211c27574a2e76720594085bc,Peter_T._Zarella,200.0
89ae4eaca990c948063e8bcf241f242d,Herbert_J._Zarkin,404.0
bb9063c571c09f34d78b1f2dfed6bdbd,Abu_Musab_al-Zarqawi,200.0
84ff1b560bd5c5e638b79ac00b499440,John_Zarrella,200.0
2ef4409921dcd5944cc6affb69615e10,Ronald_L._Zarrella,404.0
6dbd5fcd3acb59b306f475b7616e0fca,Jeffrey_Zaslow,200.0
f9a76869bb031a1932beb39dc10e7648,Valdis_Zatlers,200.0
3280a2b52ac5b63858bfa607dd71f9d6,Ayman_al-Zawahiri,200.0
a2ed5ee01deb1ddd1e4d508ebc6e5533,Jamie_Zawinski,200.0
4511055f93af9dd9f7289045c10938c4,Hector_Zazou,200.0
8f308b28cf9170dd7239235dbfa34f08,Natalie_Zea,200.0
178a7fd62df9a15199ee208e696cf1bb,Ernesto_Zedillo,200.0
0a120366fe3e82308f1c312e1daee5fd,Pieter_Zeeman,200.0
1c65fc2e58555f0acebecb086c073129,Kevin_Zeese,200.0
53e984295eaf6b14cf1c3fe831d69962,Franco_Zeffirelli,200.0
98822d0c126921a691f6418431fa3143,Kevin_Zegers,200.0
084ca4499ed3d6b856a259e1801f6999,John_D._Zeglis,200.0
8486329febb93d214f25dd91ab73bdda,Fred_S._Zeidman,404.0
15496f1664a03ef99d579023cd859f8f,Alfred_Zeien,200.0
20a8423a3acfc2a00df750d138afbe72,Solomon_Zeitlin,200.0
3319e0c49e42a55cb4fdf44b5c66d15f,Jochen_Zeitz,200.0
e9dfa2d20712e12ad2c4b2c9ec0bd3cb,Manuel_Zelaya,200.0
1cf498cf28fb8f06bed04ff0a9043332,Roger_Zelazny,200.0
29314594470cf9d68c34136abe05f1f3,William_Zeliff,200.0
113f31b6ba7102408c764ccfb33151fb,Philip_Zelikow,200.0
5620fa09dc49fd81869f578c0df7c29d,Harry_von_Zell,200.0
6dd88210891739260979b6b3bb5610f7,Matthew_Zell,200.0
c33827e3239f56df00208aa45c8de999,Samuel_Zell,200.0
adb242c8b4f8cd3a001a00fd4a16e7b1,James_David_Zellerbach,200.0
e910e6ce5b01a52b528d4c6f57bfbf8f,Renée_Zellweger,200.0
84ab175b74c03dba413845936245c2ed,Strauss_Zelnick,200.0
b862834fdf3a34fe2773efc9c262f91a,Roschdy_Zem,200.0
9cc9a4f3c4d0b9192d9e77d9d9469472,Robert_Zemeckis,200.0
dff3a7b0d5c1d5ce44c5f748a213b6e3,Jiang_Zemin,200.0
868e561c88c5b7b11821a8396b7f8ac0,Meles_Zenawi,200.0
2101fac84e89a593203b00843d5d2e55,Zendaya,200.0
4b4b1f7e0fbfdb50885554485b6d05f2,John_Peter_Zenger,200.0
8200f785edf7f2f36620d6d29909b034,Ferdinand_von_Zeppelin,200.0
ec57db81b4ea4739eb595004d330a8f8,Anthony_Zerbe,200.0
a02b68f3f2a01542d011ff40e894dcbf,Frits_Zernike,200.0
cb0cb5ccbb6377726d2f2189ac50f7d8,Catherine_Zeta-Jones,200.0
256e50406414081159a06181d2098c11,Sarah_Zettel,200.0
39fe8091f3b871e4f4f9def6f077ca36,Mai_Zetterling,200.0
d6f09b145f523f8c31b1a0cc1171c0ab,Warren_Zevon,200.0
f3499da6a703b3f164efa2fd5380e321,Ahmed_H._Zewail,200.0
dfe687e9d6ba725d9cd3f65f2cc0e687,Zhang_Yimou,200.0
b9ffc54b3d68daab0abafe8f06cb70f6,Ziyi_Zhang,200.0
9c5a3c323e5d47a5b55eea2f9bc0a4df,Zhelyu_Zhelev,200.0
3bef558aa18760edc07e64008e154b23,Vladimir_Zhirinovsky,200.0
424546f63655162370f282bdd8588e97,Todor_Zhivkov,200.0
ae19883fb2261dca0f5f2a40d201b63c,Yang_Zhiya,200.0
251c9964c41394fbe71b8f40d4f6a4da,Georgi_Zhukov,200.0
19091cfb74865e79f5626e133c1a21b8,Khaleda_Zia,200.0
0b21a774f4b205866cf758fd03c90e0f,Muhammad_Zia-ul-Haq,200.0
c19dd52e9ece305dfebb2b547e8e2889,Zico,200.0
dc9cad4a2a0501ebda0255911ad1fd7b,Zinédine_Zidane,200.0
aa0af4444e929f473aae594eddb29db9,Claude_Zidi,200.0
0fa238fd3eba92d1a41c354a4b2da5b4,Howard_Zieff,200.0
ca86155d5dde4e2bf541e1ba95b11484,Florenz_Ziegfeld,200.0
8fc39a7d2fe62ae57b812f9c8d463fc6,Annette_Ziegler,200.0
47508362a66587f27d2852a4b08acbd5,John_Ziegler,200.0
968123b744211c96099801a03a6c4adc,John_Bosley_Ziegler,200.0
8f7a2b3286530ba162146ba7f8f29e10,Karl_Ziegler,200.0
d898afdb529ae4436d7484cfcfb53686,Ron_Ziegler,200.0
11d307639b8ea071709a6ad78fb8361b,Rafal_Zielinski,404.0
6539f9587797248bf805b1f27d703f11,James_L._Ziemer,200.0
cf86904133358adcd88f82edc1756b9e,Ian_Ziering,200.0
85a84083cdf7b4499d8f1b9f3c41ade0,Lawrence_S._Zilavy,404.0
39f0bee37bbedbde9d82774407f3e8cc,Annette_Zilinskas,200.0
074048d66bf9cb4e5c6613ff60bca93c,John_J._Zillmer,404.0
caeab29d36a1df95ab4634edf081700e,Herbert_S._Zim,200.0
672d5d5c4ebe4c7326c9abf3862116c4,Madeline_Zima,200.0
58698e43b8e0277962a4d80b30b69718,Efrem_Zimbalist,200.0
8131a30421f2a917de1fa53ebb1db753,"Efrem_Zimbalist,_Jr.",200.0
d88f119e8e045ab5c41bf337eb83adc2,Stephanie_Zimbalist,200.0
ee6572c77c53d7492680d9427946e191,Philip_Zimbardo,200.0
da646129450438dbd741d6437f30bf60,Thomas_J._Zimbrick,404.0
0d59672f682a5b343b4dde8c24e0d3bc,Carl_Zimmer,200.0
79a52ffc75b1bde2ba4d4b8186fd4333,Constance_Zimmer,200.0
b3456fc437b721065d07625f8a4fd29a,Don_Zimmer,200.0
7775758d5c615fd63a6afcbab654b6b6,George_Zimmer,200.0
d2a6774614c73703e668eb204e2f4582,Hans_Zimmer,200.0
e93dcade158dcf84c243e3122005751f,Kim_Zimmer,200.0
f77739af5bda4672f29d04e70ef86677,Norma_Zimmer,200.0
2e227c178175f6c841ff7239f1ff0174,Richard_Zimmer,200.0
33472ee79f9741a68d2758b04f8e513d,Robert_J._Zimmer,200.0
e84d6e72f8cc4e9b0f159a3ef9e693bc,Gary_Zimmerman,200.0
e6d93e107f09fdf1c7d5f94f971933c0,George_Zimmerman,200.0
17bc2540354905b5e3cfde92906466df,Lawrence_A._Zimmerman,404.0
b777c9e0991a3fee4791ad86d9dec5aa,Michael_Zimmerman_(jurist),200.0
50c766f70f8d50f47ff0ff643920b00e,Raymond_Zimmerman,404.0
4bfc8e12f1bdafa7f60a5c9f34d638b8,Arthur_Zimmermann,200.0
3bb924ea50a530b999433c31c0784abb,Phil_Zimmermann,200.0
e714fd232c8aebbbc449c925c31e18f4,Warren_Zimmermann,200.0
11cfb89dc9d1a8f328ee3169be9121b7,Nancy_L._Zimpher,200.0
d53be441c0065dbead932c67dbc2a32a,Larry_D._Zimpleman,404.0
784312d9e6322639b26491514e6b5378,Paul_Zindel,200.0
78a1f82ff3c7ed7ae1f3a548483d32da,Marvin_Zindler,200.0
daf5aa16f4687d1c2a52658b69bcde38,Rolf_M._Zinkernagel,200.0
ab18e2f81d9d8eee50d9cbd730ddd665,Howard_Zinn,200.0
85ea2e3e691ba3e5636c40738c728e37,Fred_Zinnemann,200.0
30eeb00b3cdc0f4176f4cbfe76640b56,Anthony_Zinni,200.0
db5690755415a61de25985ea1660126d,Grigory_Zinoviev,200.0
d3b23b13da35716bb1eb6a1ff49aa39e,Karl_Zinsmeister,200.0
745bd038e76aae4ea9c8c945bb2f8102,Hans_Zinsser,200.0
1ec769aa072bb741cea3956eaabd86b5,Preity_Zinta,200.0
ff449631729c463432bf7b849647ed57,Marion_A._Zioncheck,200.0
5be105277b6d5bd22de1f7671e6c4571,Barry_Zito,200.0
eb1d64fd2b39af6c963455eb06d11469,Chuck_Zito,200.0
964d40eb530aa7cfe5d3635fac807358,Joseph_Zito,200.0
991766fcfb64501552aac8b176257b0d,Jonathan_Zittrain,200.0
48c8a381297964a6e494796280f7ba48,Duane_E._Zitzner,404.0
f6a2ab6165f08aed4e02f6b156fd51be,Zhao_Ziyang,200.0
05b7d41d76b52be747eba44f79f6d236,Slavoj_Žižek,200.0
ed990ff3af204f989dc558cfdfa52c31,Zap_Zlatoper,404.0
3aeb9319f1a0b4aeda1662196799505f,Adrian_Zmed,200.0
f5f43cd8ffdd34e95e3adbb4d3c06875,Fuzzy_Zoeller,200.0
0b2fdfe6fdb9d519778b9c67566af70f,Robert_Zoellick,200.0
60fa4d9ee76f2c6e309de016de14be7b,George_R._Zoffinger,404.0
328b188d901d5d06d96c4ed3499089ec,King_Zog,200.0
0a1772662f3ee6280d78c03fce8312ca,John_Zogby,200.0
b0e430a7ec47d824bedcc6e060123156,Alex_D._Zoghlin,404.0
7f3be055e20d5ce6417f8c13b63f34ce,Émile_Zola,200.0
d9242a1d6721dbe787bb8e5f070a5b18,George_Zoley,200.0
713acf808a14aaa921d96f3a873eea86,Alfred_W._Zollar,404.0
a4cdd5f5ac6453f150608fc752e73153,William_D._Zollars,404.0
6df297e734740b0a18fc8f5f4c6caa5c,William_S._Zoller,404.0
85a4bb7067cd43a7a9d369d39a08f931,Rob_Zombie,200.0
2a90a53c9468fa91a5414402a1ec2d5a,Sheri_Moon_Zombie,200.0
7e3e3a57f46deac17ce1ef57d879414e,Ron_Zook,200.0
f578f29b0859f7c69de097ac00fec697,Edward_J._Zore,200.0
33bc306659ee2f9e95e0e467aca19ed5,Louis_Zorich,200.0
53908fba376500e5f90956c17f63791d,Edward_Zorinsky,200.0
34b0cff869fef824d660c875e2244e18,Jim_Zorn,200.0
5a601f74d3d477e643f71b792b16161b,John_Zorn,200.0
8e0971f00bee486407121c1c81398f04,Max_Zorn,200.0
a110093d48a3d317468ab311d9458c85,China_Zorrilla,200.0
811d434ca03ba4731a722e425faba095,Ed_Zschau,200.0
1568aa0429b0e793e72848d3b5cc6898,Richard_Zsigmondy,200.0
bd81cbed9741da3ab0bb55cdadf67f17,Viktor_Zubkov,200.0
2809bfd45c5861f46acd194ac85b5918,Edward_G._Zubler,404.0
37dca4d2701aafe8d3b77380c6e03e2f,Robert_Zubrin,200.0
99d57e27b2581ca1ec1a7f269cbb0550,George_Zucco,200.0
06b910fbc888cc0472e824cfab020ab4,John_E._Zuccotti,200.0
d60a7ee10c14abb9ac60cb8df410ece7,David_Zucker,200.0
43d3feecf979f841e37ae75e39ee174f,Jerry_Zucker,200.0
dc019d96c8e26be807e20aaeaa80a8e8,Mark_Zuckerberg,200.0
f37064e0aca74973a3537256dd3833dc,Mort_Zuckerman,200.0
3e819b5b7d1f5bcd6bc7571679dc2500,Harb_Saleh_al-Zuhair,404.0
0c35f7ec7aabd346428bbd097297f542,Louis_Zukofsky,200.0
8959f36470922391ff6f9e1171162def,Adolph_Zukor,200.0
5b3aa6193b30607631547ff9161bb1b4,Andrea_M._Zulberti,404.0
bb46bb673aa650ef342c3d2d6b2a1923,Zulu,200.0
3004f6fcbe25014cb80b2176541ba33c,Jacob_Zuma,200.0
2cf800843febcaaf6956e3639f9b67e8,Elmo_R._Zumwalt,200.0
ef9c9e024072fac26b6c6e851202b97c,Klaus_Zumwinkel,200.0
c46aaadf3efbdfb344102f7e15e99031,Ernst_Zundel,200.0
30e7614850dbba2db13ba3bef6600134,Daphne_Zuniga,200.0
48f560e17de8b7d441bbafb18f0554ad,Mark_Zupan,200.0
e3a3b51b2cd3f038ae07f5d4ad180935,Francisco_de_Zurbarán,200.0
3d33998d0aa10781cae31b2a7b2ebe43,Konrad_Zuse,200.0
5bd6b0a5ccd93de0797d1b87e834e965,David_E._Zweifel,200.0
be21e593cbc62d5dc21df6d19d949410,Edward_Zwick,200.0
c0da4ac3a57a5b4375aed06f8f3f53e0,Joel_Zwick,200.0
99357eb4c043f7c39590d12ecf7439ed,Fritz_Zwicky,200.0
c5e61aacc3c17a2d495613f62986b948,Terry_Zwigoff,200.0
7fed2ec67fd50baaad935155735b9fda,Huldrych_Zwingli,200.0
1a4c345c284eb914e2e2b19246978a1a,Vladimir_Zworykin,200.0
c51638b0e205e82047a4fa837caaa4f1,Professor_X,200.0
14639ed937506d5956a888ed9c97d377,Basilis_Xanthopoulos,200.0
7efac6aed2ea771a93d770431bb46631,Nicephorus_Callistus_Xanthopoulos,200.0
d9957bfeae23a684958ab5368b0e7c25,St._Francis_Xavier,200.0
89b32bdb067e1c3fc31eaa42eecc2d60,Iannis_Xenakis,200.0
60bbcc6e4b4e01f7e8f86d49a1a89856,Xenocrates,200.0
bf379c99b030bc2f3350cfd706efd017,Xenophanes,200.0
4719890fed53b6523d06caafb3f37051,Xerxes_the_Great,200.0
6fbd9a37d6194d7e38f662c41a2404a3,Liu_Xiang,200.0
e2e3d9ffeb0d73916105a315602f5bb0,Liu_Xiaobo,200.0
640017efcd5b7b476838f3629acd8d4d,Deng_Xiaoping,200.0
d21da6962bc5b9778ca14cebc579709a,Gao_Xingjian,200.0
1f4fed3e40611d13979661babb95215b,Xuxa,200.0
9fbc6103864cdb9c6c1f97f30040fc3b,Xzibit,200.0
db3ddebd23c4af1cd5829e310586c148,Bill_W.,200.0
a477395df66067e0c0641ff4fef9da03,Andrew_W.K.,200.0
9a06a82dc33315a5c929ad378a610474,Johannes_Diderik_van_der_Waals,200.0
c2c41864c52ff9f6310e537083725b63,Murray_Waas,200.0
80a93a5a94f52f16deae73112c0f0429,Marvin_Wachman,200.0
43b47fe6afef3f3054dcabeb97429aa6,Andy_Wachowski,200.0
08706cb3d3b2056c1af1eafee7556ee0,Lana_Wachowski,200.0
27a4d9764640d67708d2c2fed8904ec2,Caitlin_Wachs,200.0
6c19e7ac44009b7c13222a1644356b49,George_Wackenhut,200.0
5cd038174e799939c959321124d713b6,Frederick_H._Waddell,404.0
af19be494f4a471afe09572168519463,Helen_Waddell,200.0
f04d38ef911e11de0abf8d5ce3001750,John_C._Waddell,404.0
e75b9039787200ccf5ce2a8c4a32eb45,Justine_Waddell,200.0
38a4acfbe12f0bce9083a2727d2846b3,M._Keith_Waddell,404.0
fd59b625fdda3b50a61f6ef1096437ca,David_Waddington,200.0
fa69bb0b514187c78ad6e00d717538d6,Abdoulaye_Wade,200.0
e9848f484f19a98e377b28d7a179d88e,Benjamin_F._Wade,200.0
d167f97265ffabdd9777caa562540594,Dwyane_Wade,200.0
fa284bedba8f61d46d161f5ad0123876,Thomas_Francis_Wade,200.0
a3a3ee30c131bb884cb06ec6a0863252,Virginia_Wade,200.0
70ba9bcf282d66b9207ea5cd4f022931,Wallace_Wade,200.0
2224536e3e75e46b7d0897496d64d33d,"William_E._Wade,_Jr.",404.0
4eebfe05492772006799def6aeb02ca1,Timothy_Wadhams,404.0
a433db001b584379402773d0beb7aec8,Lanny_Wadkins,200.0
2a75eeef70f7433705be058eaa3cc9ba,Robert_Wadlow,200.0
79fa77db2d81b88a602b31cfafc3fcee,"James_W._Wadsworth,_Jr.",200.0
a6be1d628ce7757ea655b7e826f65d8a,Mark_L._Wagar,404.0
44728f7741891428a059682e3d7454c1,Lyle_Waggoner,200.0
28ed56202adde28b092945467def678d,Alex_Wagner,200.0
40cdf832e13473c08adec351659965ae,Ann_L._Wagner,200.0
2346afad341bd7ca21bca6573f778f56,Anthony_Wagner,200.0
166fcf5b69db02898162a257f7641446,G._Harold_Wagner,200.0
1d0fc26a4790b46b74cff5205903a831,Honus_Wagner,200.0
5dd001e8afb9db8251f51d0dc03e996f,Jack_Wagner,200.0
f6ff10d0beb8a7d77e54c7cd3dfcbb4b,James_W._Wagner,200.0
4b7edeb9fbb6179dffbf6e9f488c5714,Kristina_Wagner,200.0
dc76b6237d7624c078be70e1373f422a,Lindsay_Wagner,200.0
d82b09cd3ab1551850551632c536efe4,Natasha_Gregson_Wagner,200.0
39654c3acb3ce13c89af9310b7549681,"Raymond_Wagner,_Jr.",404.0
53c9ad7015ed9ab0c076c8d0400e837a,Richard_Wagner,200.0
f4c6025627972d82a0643f1734a5bd2c,Robert_Wagner,200.0
284d2e5e3142ce5f90f3cde1062a6f30,"Robert_F._Wagner,_Jr.",200.0
8d24d8a34e5ff573a834a769a5acfebd,"Robert_F._Wagner,_Sr.",404.0
699d6d76b2d103d9226ec4c81ff1420b,Julius_Wagner-Jauregg,200.0
b07c6f663c98193795f7f2becb006333,Porter_Wagoner,200.0
b755dc8dec23fe673c8802eb540cfcc2,Rick_Wagoner,200.0
801e94b107e730b86fe4302c0f07f3f2,Marcelle_Wahba,200.0
db0ee57f7a5a51ec1ea49d408dbb4a67,Abdurrahman_Wahid,200.0
e7745ccc9a65d59bb55af0c8dc38b088,Ken_Wahl,200.0
f148538d5af1a587a6b9e0523cb23add,Donnie_Wahlberg,200.0
66c59c9b2d7b6d0dae648c7d1c86b6c1,Mark_Wahlberg,200.0
5392e52f5f16d757d50583a47151da04,Becky_Wahlstrom,200.0
035afde3d559c1c3d3a820f617961f74,John_D._Waihee_III,200.0
bde55f2df416e2beb80ef2b38a13d13e,Bunny_Wailer,200.0
2503362cf46d27a9386088034d81eacd,Edward_T._Wailes,200.0
9adec2bea50cfa3758dd22cdc1ec5ed9,David_Wain,200.0
918a89441aa40ab7d13b6ef630ce6cd6,Louis_Wain,200.0
fc2eafebf1fd697f6edd031a908ce208,Binyavanga_Wainaina,200.0
0c1422cfb3e07ba9a5ef22b92d98b46e,James_L._Wainscott,404.0
ff95e521a2b8e91442b871651d0d1e38,Dale_Wainwright,200.0
27e832522a6620ba40fafb68015e23a2,Jonathan_M._Wainwright,200.0
5ac32885529c49a57a4e0139952eb958,Loudon_Wainwright_III,200.0
353a6fc54e15dbf0177acb075622bb2d,Rufus_Wainwright,200.0
641e71a4e1c403fc2fc44edc0e9cfca7,Rupert_Wainwright,200.0
dc8d6addbf4e13a9d0ee10c6cd00cfc0,Carol_Cox_Wait,404.0
fc5b641b25b3e59f4be2a15d51c92dfb,Charles_V._Wait,404.0
eff34aacbe6d064148b3328cda3e431d,Donald_C._Waite_III,404.0
4a6698f06ffe94b3db762a48be62e2fe,Arthur_Edward_Waite,200.0
cc7e4279c720e1ec39738d81aab11604,John_Waite,200.0
742c4fd369f7fb036b382cbd5e702c72,Leslie_A._Waite,404.0
ab653f598c63b458545a80f524f9d34b,Morrison_Waite,200.0
24b3ca3fb2eb11c6c66a2cf32c071054,Ralph_Waite,200.0
5a6129aa3c0649eaceec62088546ffde,Terry_Waite,200.0
a48ceb387402d19d12d5ad4b1db320a8,Tom_Waits,200.0
41f9e23b3b0bca6f36710f11c2417171,Ted_Waitt,200.0
fdbf766fb639b8350b45e34ca8861447,Andrzej_Wajda,200.0
31e6c653922e57de64de48608326f696,Thomas_C._Wajnert,404.0
70d305993ff770157f8d4f4fe4e3f47f,Waka_Flocka_Flame,200.0
4556e47d04a62e7c7960af44ad328406,Andrew_Wakefield,200.0
e2a99b45d2a9acfbb09cb5c175e49866,Edward_Gibbon_Wakefield,200.0
850e85ab374897004dd54fa63ddec1d1,Ruth_Graves_Wakefield,200.0
55fef9640e9b141d5b672452f004d293,Tim_Wakefield,200.0
fe3ef0787008cb2f9e1c35f119983768,John_Wakeham,200.0
2ba6574ad7774a0370532b809bf477f3,Rick_Wakeman,200.0
31b508fb7614734b52d96a4795710637,Diane_Wakoski,200.0
bb89d0fb5a32088fc1876a9882fd9b65,Sam_Waksal,200.0
3e622fe011274f21bd0a0cfe1ce44827,Selman_A._Waksman,200.0
8688d7c1a453bc359fa8faf99e75c4d9,Walafrid_Strabo,200.0
fe93ea0e6f3164ff5e0cfcfcf107133c,Garry_Walberg,200.0
5dfdc5f3317adf707c90d0e89268cf59,Tim_Walberg,200.0
898ee9d299702e3207739de1caa9b501,Anton_Walbrook,200.0
18d9bc09cb6c0ee865472f5113422a0e,Raymond_Walburn,200.0
9b8eb373c59a47172feff23974850a30,Collin_Walcott,200.0
d9fe519970a83616195a3ea64d93fe05,Derek_Walcott,200.0
ba292bc16037bebe0a9abe444ff05f88,George_Wald,200.0
8253d050f524734b0621a584154493b1,Jerry_Wald,200.0
e43761135a29d7fa2d15ce3e6f565f37,Lillian_Wald,200.0
922c2d69a04b71edaea325370bd7c347,Greg_Walden,200.0
4d351df4f04dad3b568d1d0c678cb729,Robert_Walden,200.0
e7d17c95bdf13efb8d0171aaff50e1e9,Kurt_Waldheim,200.0
6e31ae5e5272078ed107525f2d2827c5,Jerome_R._Waldie,200.0
3f74329d5fcf9864d21c62cd9748f510,Martin_Waldseemuller,200.0
e8a8dcddcf5966fc8a91ce7cb60e4739,Anna_Walentynowicz,200.0
665333d8bc0996badc7199db76014723,Jimbo_Wales,200.0
9cdbdee98f29781084b3fff36da5e44a,Lech_Walesa,200.0
2af30e3328b31ae867949db2647b9036,Sonya_Walger,200.0
fe621367f089aa69cac93006fc1af656,Charles_Walgreen,200.0
5815b6fc6ab8218e06e01aaaf51154a0,Charles_R._Walgreen,200.0
7ee9167b0707b405aafe00551fe8ae5d,Doug_Walgren,200.0
d97afd32eea04a9897ef7a819f18a422,Christopher_Walken,200.0
aa426a1dac360ebbf3711cbead251da6,Alice_Walker,200.0
1053ed148b892dcd287ea156eb17940c,Ally_Walker,200.0
df751ed973ea460da9adb28a1b2a1e30,Brian_C._Walker,404.0
68f8d78e78d8b0fdfa9709e5a6097620,Clifford_M._Walker,200.0
a0f611709bc415074895d26deb4cc2de,Clint_Walker,200.0
2c74d0c78495f29df43c404813602b51,Daniel_Walker,200.0
bb618c6248499cccb414287324436433,David_F._Walker,200.0
9cd4cf78aed3d9e47c8cf7caf2d22033,David_M._Walker,200.0
b0529a46672c5d897974c2fe33873529,Doak_Walker,200.0
57f59aca8ca324884b97fd20acbfe33f,Dreama_Walker,200.0
1cf4f6b03b38e2059e6c8a4ec47a461c,Eamonn_Walker,200.0
fdae612ddb31bcd705822d49c9c88eba,Edward_Walker,200.0
9c95973ccbe61cce47ce7686288a3446,Edward_S._Walker,200.0
febb0e8750e6fec5e1c315896bd88864,Edwin_A._Walker,200.0
dc029966537f23592c5ae31b7034a9a8,F._Borden_Walker,404.0
27a7f835cb5f1fa1bb117d72945d3371,Francis_A._Walker,200.0
ed1108ba4b26214fdd951f09b600ab11,George_Herbert_Walker_III,200.0
1304b33d8ac167e5ff7517a9903e8635,Hal_Walker,200.0
c782b9de29c4506193ed21af74f20ee5,Helen_Walker,200.0
8a1df388700fbdc045627bcf92224841,Herschel_Walker,200.0
0b2d5732c7b78199e7b3b8d1bcdd4bcb,Jerry_Jeff_Walker,200.0
3a09f751355bca4d32c6323ddfda394d,Jimmie_Walker,200.0
016cac9d4c5bc615e9de01a8d94d15e0,John_Walker,200.0
538b5a1afe58cb2ca2742c4e724547cb,John_E._Walker,200.0
62e67fece06fde9714183ffa0ff604c9,John_H._Walker,200.0
85cbb40ea566a004c876fe72371a7687,"John_M._Walker,_Jr.",200.0
5572df11ca313bcc3c8d8efbca4c3bed,Johnnie_Walker,200.0
e60d27e0a56549b4a43c6ba0b7326b2f,Jonathan_Walker,200.0
ab11a84b63fa3387968ec75bf5f52b33,Junior_Walker,200.0
3c9208e38385f04d9ab83b40a34e585b,Margaret_Walker,200.0
f2b3e90d08ad30e017c1a37e155d11be,Mary_Edwards_Walker,200.0
d1ee229a8bf3fac7d54940162211d525,Mort_Walker,200.0
7fedffd267733c0f2ac1839676aabf2b,Nancy_Walker,200.0
8d991670b151c0be808cea05f59707e9,Nella_Walker,200.0
